South Sudan,Western Equatoria State,Ezo County,Andari Payam,Bafuka Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Bagari Payam,Bagari Boma
South Sudan,Western Equatoria State,Ezo County,Bagidi Payam,Bagidi Centre Boma
South Sudan,Western Equatoria State,Mvolo County,Bagori Payam,Bagori Boma
South Sudan,Western Equatoria State,Mvolo County,Bahr El Grindi Payam,Bahr El Grindi Centre Boma
South Sudan,Upper Nile State,Akoka County,Akudueng Payam,Bai Chan Boma
South Sudan,Upper Nile State,Akoka County,Akudueng Payam,Bai Chan Boma
South Sudan,Upper Nile State,Akoka County,Wunthow Payam,Bai-Ador Boma
South Sudan,Western Equatoria State,Ezo County,Bagidi Payam,Baikpa Boma
South Sudan,Upper Nile State,Malakal County,Eastern Malakal Payam,Baithin Boma
South Sudan,Upper Nile State,Renk County,Jalhak Payam,Bajang Boma
South Sudan,Central Equatoria State,Yei County,Tore Payam,Baka Boma
South Sudan,Western Equatoria State,Nzara County,Sakure Payam,Bakpara Boma
South Sudan,Western Bahr El Ghazal State,Raga County,Ere Payam,Balbala Boma
South Sudan,Jonglei State,Akobo County,Buong Payam,Balok Boma
South Sudan,Upper Nile State,Malakal County,Southern Malakal Payam,Bam Boma
South Sudan,Western Equatoria State,Ibba County,Nabanga Payam,Bamani Boma
South Sudan,Western Equatoria State,Ezo County,Bariguna Payam,Bambaraze Boma
South Sudan,Upper Nile State,Maban County,Banashowa Payam,Banashowa Boma
South Sudan,Western Equatoria State,Nagero County,Nagero Payam,Bandala Boma
South Sudan,Western Equatoria State,Ezo County,Bariguna Payam,Banduguyo Boma
South Sudan,Unity State,Koch County,Kochlual Payam,Bang Boma
South Sudan,Western Equatoria State,Ezo County,Andari Payam,Bangangai Boma
South Sudan,Western Equatoria State,Yambio County,Bangasu Payam,Bangasu Boma
South Sudan,Ruweng Administrative Area,Abiemnhom County,Abiemnom Payam,Bangbang Boma
South Sudan,Western Equatoria State,Nzara County,Sakure Payam,Bangi Boma
South Sudan,Upper Nile State,Baliet County,Nyongrial Payam,Banglei Boma
South Sudan,Western Equatoria State,Mundri West County,Bangolo Payam,Bangolo Boma
South Sudan,Upper Nile State,Maban County,Jinmakda Payam,Banjiella Boma
South Sudan,Upper Nile State,Maban County,Jinmakda Payam,Banketa Boma
South Sudan,Upper Nile State,Maban County,Jinkuata Payam,Bansholi Boma
South Sudan,Unity State,Rubkona County,Rubkotne Payam,Bany Boma
South Sudan,Upper Nile State,Longochuk County,Longochuk Payam,Banyjiel Boma
South Sudan,Jonglei State,Nyirol County,Pulturuk Payam,Banyjur Boma
South Sudan,Western Equatoria State,Mundri West County,Bangolo Payam,Banzua Boma
South Sudan,Western Equatoria State,Tambura County,Mupoi Payam,Banzua Boma
South Sudan,Jonglei State,Twic East County,Nyuak Payam,Baping Boma
South Sudan,Upper Nile State,Melut County,Paloch Payam (Melut),Baping Boma
South Sudan,Western Equatoria State,Ezo County,Andari Payam,Baragu Boma
South Sudan,Lakes State,Wulu County,Bargel Payam,Bargel Boma
South Sudan,Unity State,Koch County,Kochlual Payam,Bargok Boma
South Sudan,Western Equatoria State,Mundri West County,Kotobi Payam,Bari Boma
South Sudan,Central Equatoria State,Terekeka County,Tali Payam,Bari Boma
South Sudan,Western Equatoria State,Mvolo County,Lessi Payam,Bari Boma
South Sudan,Western Equatoria State,Ezo County,Bariguna Payam,Bariabande Boma
South Sudan,Western Equatoria State,Ezo County,Bariguna Payam,Bariguna Cente Boma
South Sudan,Unity State,Panyijar County,Mayom Payam (Mayom),Barjangni Boma
South Sudan,Unity State,Rubkona County,Rubkotne Payam,Barmalual Boma
South Sudan,Jonglei State,Nyirol County,Pulturuk Payam,Barriak Boma
South Sudan,Upper Nile State,Longochuk County,Malual Payam,Baselam Boma
South Sudan,Unity State,Mayendit County,Pabuong Payam,Bathjob Boma
South Sudan,Pibor Administrative Area,Pibor County,Boma Payam,Bayen Boma
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Bazande Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau South Payam,Bazia Jedid Boma
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Bazungua Boma
South Sudan,Jonglei State,Fangak County,Manajang Payam,Bei Boma
South Sudan,Warrap State,Tonj East County,Maparah Payam,Beknyala Boma
South Sudan,Central Equatoria State,Juba County,Bungu Payam,Bele Boma
South Sudan,Upper Nile State,Melut County,Panomdit Payam,Belgo Boma
South Sudan,Upper Nile State,Longochuk County,Pamach Payam,Belwang Boma
South Sudan,Upper Nile State,Fashoda County,Kodok Town Payam,Belwech Boma
South Sudan,Unity State,Rubkona County,Bentiu PoC Payam,Bentiu PoC Boma
South Sudan,Lakes State,Yirol West County,Abang Payam,Benylom Boma
South Sudan,Western Equatoria State,Yambio County,Ri-rangu Payam,Benzimifoki Boma
South Sudan,Central Equatoria State,Lainya County,Lainya Payam,Bereka Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Besselia Payam,Besselia Boma
South Sudan,Eastern Equatoria State,Budi County,Komori Payam,Betalado Boma
South Sudan,Ruweng Administrative Area,Pariang County,Biu Payam,Bhale Boma
South Sudan,Lakes State,Rumbek North County,Madol Payam,Biar Boma
South Sudan,Lakes State,Wulu County,Makundi Payam,Bidibadai Boma
South Sudan,Unity State,Mayom County,Bieh Payam,Bieh Boma
South Sudan,Unity State,Koch County,Ngony Payam,Biehkuol Boma
South Sudan,Jonglei State,Ayod County,Kuach-deng Payam,Biei Boma
South Sudan,Unity State,Rubkona County,Kaljak Payam,Bielchier Boma
South Sudan,Upper Nile State,Akoka County,Akoka Payam,Bienythiang Boma
South Sudan,Jonglei State,Ayod County,Wau Payam,Biey Boma
South Sudan,Upper Nile State,Baliet County,Nyongrial Payam,Biil Boma
South Sudan,Unity State,Guit County,Niemni Payam,Bil Boma
South Sudan,Lakes State,Cueibet County,Abiriu Payam,Biling Guet Boma
South Sudan,Central Equatoria State,Juba County,Mangala South Payam,Bilinyang Boma
South Sudan,Central Equatoria State,Juba County,Mangala North Payam,Bilinyang Boma
South Sudan,Lakes State,Rumbek East County,Aduel Payam,Billing Boma
South Sudan,Lakes State,Rumbek East County,Malenagok Payam,Billing Boma
South Sudan,Lakes State,Yirol East County,Adior Payam,Billing Boma
South Sudan,Lakes State,Rumbek East County,Atiaba Payam,Billing Boma
South Sudan,Unity State,Rubkona County,Bentiu Town Payam,Bilnyang Boma
South Sudan,Unity State,Rubkona County,Bentiu Town Payam,Bimruok Boma
South Sudan,Western Equatoria State,Maridi County,Landili Payam,Bingo Boma
South Sudan,Western Equatoria State,Yambio County,Bangasu Payam,Birezigbo Boma
South Sudan,Central Equatoria State,Lainya County,Mukaya Payam,Biri Boma
South Sudan,Western Equatoria State,Yambio County,Gangura Payam,Birisi Boma
South Sudan,Unity State,Koch County,Boaw Payam,Bith Boma
South Sudan,Western Equatoria State,Mundri West County,Amadi Payam,Bitti Boma
South Sudan,Unity State,Koch County,Boaw Payam,Boaw Boma
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Bodo Boma
South Sudan,Jonglei State,Nyirol County,Pading Payam,Boiloch Boma
South Sudan,Central Equatoria State,Terekeka County,Muni Payam,Bokana Boma
South Sudan,Eastern Equatoria State,Torit County,Bur Payam,Bolore Boma
South Sudan,Jonglei State,Duk County,Padiet Payam,Bongjok Boma
South Sudan,Unity State,Panyijar County,Ganyliel Payam,Bonglach Boma
South Sudan,Unity State,Panyijar County,Panyijiar Payam,Bonglach Boma
South Sudan,Unity State,Koch County,Jaak Payam,Bool Boma
South Sudan,Jonglei State,Ayod County,Ayod Payam,Bool Boma
South Sudan,Jonglei State,Bor South County,Bor Payam,Bor-town Boma
South Sudan,Unity State,Mayom County,Wanbuor Payam,Borbor Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Mading Payam,Boreel Boma
South Sudan,Central Equatoria State,Terekeka County,Tombek Payam,Bori Boma
South Sudan,Central Equatoria State,Kajo-Keji County,Kangapo Two Payam,Bori Boma
South Sudan,Central Equatoria State,Terekeka County,Tombek Payam,Bori-Aringa Boma
South Sudan,Unity State,Panyijar County,Ganyliel Payam,Borjangne Boma
South Sudan,Western Bahr El Ghazal State,Raga County,Ere Payam,Boro Bahr Boma
South Sudan,Western Bahr El Ghazal State,Raga County,Ringi Payam,Boro Medina Boma
South Sudan,Unity State,Leer County,Bou Payam,Bou Boma
South Sudan,Upper Nile State,Renk County,Chemmedi Payam,Boubdit Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Mading Payam,Boul Boma
South Sudan,Upper Nile State,Panyikang County,Panyikang Payam,Bour Boma
South Sudan,Jonglei State,Nyirol County,Waat Payam,Bourdit Boma
South Sudan,Unity State,Mayom County,Kuerbone Payam,Bouth Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Bagari Payam,Bringi Boma
South Sudan,Western Equatoria State,Mundri East County,Lozoh Payam,Bu-agyi Boma
South Sudan,Western Equatoria State,Mundri East County,Witto Payam,Buagyi Boma
South Sudan,Central Equatoria State,Terekeka County,Reggo Payam,Buju/Lojora Boma
South Sudan,Central Equatoria State,Terekeka County,Terekeka Payam,Buko Boma
South Sudan,Central Equatoria State,Juba County,Tijor Payam,Buko Boma
South Sudan,Upper Nile State,Ulang County,Ulang Payam,Bul Buong Boma
South Sudan,Warrap State,Twic County,Aweeng Payam,Bulyom Boma
South Sudan,Lakes State,Yirol East County,Lekakedu Payam,Bunagany Boma
South Sudan,Upper Nile State,Maban County,Bunj Payam,Bunj Boma
South Sudan,Eastern Equatoria State,Kapoeta East County,Katodori Payam,Buno Boma
South Sudan,Upper Nile State,Maban County,Jinkuata Payam,Bunyken Boma
South Sudan,Upper Nile State,Fashoda County,Lul Payam,Buol Boma
South Sudan,Jonglei State,Akobo County,Buong Payam,Buong Kuel Boma
South Sudan,Unity State,Koch County,Pakur Payam,Buoth Boma
South Sudan,Unity State,Mayendit County,Rubkuay Payam,Buoth Boma
South Sudan,Central Equatoria State,Terekeka County,Reggo Payam,Buranga Boma
South Sudan,Unity State,Guit County,Nyathoar Payam,Burbur Boma
South Sudan,Ruweng Administrative Area,Pariang County,Biu Payam,Burdeng Boma
South Sudan,Western Equatoria State,Nzara County,Sakure Payam,Bureangburu Boma
South Sudan,Western Equatoria State,Nzara County,Sakure Payam,Buremaku Boma
South Sudan,Western Equatoria State,Nzara County,Sangua Payam,Buremanga Boma
South Sudan,Central Equatoria State,Terekeka County,Tindilo Payam,Bureng Boma
South Sudan,Upper Nile State,Longochuk County,Malual Payam,Burwot Boma
South Sudan,Jonglei State,Ayod County,Kuach-deng Payam,Bus Boma
South Sudan,Upper Nile State,Manyo County,Wadakona Payam,Bushara Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Bagari Payam,Bussere Boma
South Sudan,Eastern Equatoria State,Lafon/Lopa County,Marguna Payam,Bwodo Boma
South Sudan,Jonglei State,Pigi County,Kaldak Payam,Canal Boma
South Sudan,Lakes State,Rumbek North County,Aloor Payam,Catom Boma
South Sudan,Eastern Equatoria State,Torit County,Imurok Payam,Central Imurok Boma
South Sudan,Eastern Equatoria State,Ikotos County,Lomohidang North Payam,Chahari Boma
South Sudan,Northern Bahr El Ghazal State,Aweil Centre County,Chel South Payam,Cham Angui Boma
South Sudan,Pibor Administrative Area,Pochalla County,Omiela Payam,Cham Boma
South Sudan,Lakes State,Rumbek North County,Wun-rieng Payam,Chamcuer Boma
